Sim instant [s],Timestamp,X Position of 1st satellite,X Position of 2nd satellite,X Position of 3rd satellite,X Position of 4th satellite,Y Position of 1st satellite,Y Position of 2nd satellite,Y Position of 3rd satellite,Y Position of 4th satellite,Z Position of 1st satellite,Z Position of 2nd satellite,Z Position of 3rd satellite,Z Position of 4th satellite,Distance between the 1st satellite and the receiver,Distance between the 2nd satellite and the receiver,Distance between the 3rd satellite and the receiver,Distance between the 4th satellite and the receiver,Pseudorange 1st satellite,Pseudorange 2nd satellite,Pseudorange 3rd satellite,Pseudorange 4th satellite,X position of receiver,Y position of receiver,Z position of receiver,View 1st satellite,View 2nd satellite,View 3rd satellite,View 4th satellite,Eccentricity1,Eccentricity2,Eccentricity3,Eccentricity4,Satellite Antenna Cone Angle,Masking Angle,Axis
5478,2022-01-25 08:25:00,3299905.795577249,-4050950.864255549,-3125300.287126246,-1453778.2579658432,-3737328.718653191,-3845348.284060135,837983.3326177739,-3207126.359591708,-378147.8401971569,-2007823.2845661736,3758425.97441058,3942084.598522024,6705604.534283074,6803505.125194953,3404749.2181295427,4997146.182081081,6705604.534283074,6803505.125194953,3404749.2181295427,4997146.182081081,-397963.1400395126,-1162359.0082973037,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5479,2022-01-25 08:30:00,3506009.535886109,-3782389.787682951,-3501843.8991318606,-1752219.891189102,-3536172.5088924505,-3895390.4616407272,768954.2539323512,-3172322.1577885086,-450977.961356142,-2050119.036958896,3751298.304091534,4013670.611733351,6600778.565251764,6721875.637674819,3685418.3669140832,5024271.189814338,6600778.565251764,6721875.637674819,3685418.3669140832,5024271.189814338,-397034.8696563799,-1162676.4112498977,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5480,2022-01-25 08:35:00,3699737.51143677,-3502431.7272183835,-3857776.115137008,-2043720.744351352,-3322534.0629408164,-3934706.888930997,696113.433035179,-3126667.1938139508,-522216.188053989,-2086819.3282174892,3724023.4790139366,4071183.2476827,6492484.697071703,6632599.231151206,3965220.6040142686,5053611.030578392,6492484.697071703,6632599.231151206,3965220.6040142686,5053611.030578392,-396106.3461229659,-1162993.0728775272,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5481,2022-01-25 08:40:00,3880405.887280141,-3211229.3309534774,-4193372.426988027,-2327644.7372066705,-3097167.497158596,-3962243.710687437,620455.8470267158,-3071115.046700272,-591611.0584716754,-2117310.3488859627,3679425.081226336,4115405.769704357,6382215.1350905225,6535213.927259922,4240039.8693141695,5085438.609663382,6382215.1350905225,6535213.927259922,4240039.8693141695,5085438.609663382,-395177.57003129896,-1163308.9929782876,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5482,2022-01-25 08:45:00,4047376.9271819647,-2909045.058395833,-4509106.316508865,-2603485.0266572475,-2860868.326667449,-3976859.908182412,542798.6183799034,-3006551.995123824,-658917.6176018277,-2140922.631501149,3619939.924838515,4147096.860064869,6271555.599070249,6429252.615992685,4507133.687623965,5119922.320092459,6271555.599070249,6429252.615992685,4507133.687623965,5119922.320092459,-394248.5419735688,-1163624.171350748,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5483,2022-01-25 08:50:00,4200061.244750073,-2596274.555867891,-4805581.775112696,-2870844.695814825,-2614470.657283867,-3977324.3063146295,463813.1417714107,-2933798.897459742,-723898.2819085333,-2156928.152986637,3547672.788260946,4166985.5920686014,6162172.073572644,6314252.014992795,4764717.427806948,5157139.315397546,6162172.073572644,6314252.014992795,4764717.427806948,5157139.315397546,-393319.26254212577,-1163938.6077939498,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5484,2022-01-25 08:55:00,4337919.883892892,-2273474.1065524146,-5083485.134084002,-3129419.888643895,-2358844.241232437,-3962313.851649035,384050.95557227137,-2853613.863367296,-786323.6779668031,-2164537.9629921853,3464443.434150978,4175768.1346116224,6055792.353801387,6189765.184965663,5011674.252276669,5197088.658322028,6055792.353801387,6189765.184965663,5011674.252276669,5197088.658322028,-392389.7323294802,-1164252.3021074077,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5485,2022-01-25 09:00:00,4460466.221265433,-1941392.7933608585,-5343550.464786424,-3378985.132038593,-2094891.4070318493,-3930413.775147521,303964.6421030918,-2766695.4221391287,-845973.4521213927,-2162900.659072861,3371826.65263929,4174105.7815414234,5954181.421017967,6055378.822491953,5247354.324785405,5239703.957700249,5954181.421017967,6055378.822491953,5247354.324785405,5239703.957700249,-391459.9519283028,-1164565.2540911096,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5486,2022-01-25 09:05:00,4567267.683987393,-1601010.0617851852,-5586534.622173453,-3619380.592545792,-1823543.8743907616,-3880120.4761138023,223924.7897821073,-2673685.974481094,-902637.0483069916,-2151102.155259534,3271186.249840101,4162623.986790817,5859109.894913987,5910736.974744337,5471435.357201977,5284865.205988582,5859109.894913987,5910736.974744337,5471435.357201977,5284865.205988582,-390529.92193142336,-1164877.4635455166,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5487,2022-01-25 09:10:00,4657947.276570043,-1253579.3845411397,-5813199.214485263,-3850501.030722584,-1545759.4653565225,-3809848.261761901,144233.83206087817,-2575175.375260487,-956114.451284175,-2128167.361165496,3163703.890214893,4141912.156773879,5772315.251406075,5755573.3886219775,5683824.944687718,5332409.617350981,5772315.251406075,5755573.3886219775,5683824.944687718,5332409.617350981,-389599.6429318311,-1165188.9302715631,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5488,2022-01-25 09:15:00,4732184.911662024,-900678.6776966737,-6024297.5959656825,-4072286.23690448,-1262518.72332598,-3717941.472352421,65137.40067141631,-2471704.53996662,-1006216.8926675888,-2093064.6188894224,3050403.6097714496,4112524.0072054313,5695456.20277703,5589755.459648765,5884591.453232863,5382141.342187575,5695456.20277703,5589755.459648765,5884591.453232863,5382141.342187575,-388669.11552267376,-1165499.6540706574,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5489,2022-01-25 09:20:00,4789718.539916723,-544267.9457355731,-6220565.533328779,-4284712.754682031,-974821.4518528404,-3602694.0414461377,-13166.308957984904,-2363769.0010076934,-1052767.5172541807,-2044714.052494794,2932172.703439617,4074978.3352249833,5630061.603186507,5413343.720008732,6073914.584474937,5433839.998717875,5630061.603186507,5413343.720008732,6073914.584474937,5433839.998717875,-387738.34029725776,-1165809.6347446814,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5490,2022-01-25 09:25:00,4830345.074992909,-186754.25502411215,-6402714.578178448,-4487786.720698799,-683683.1854691366,-3462379.2123886496,-90518.7706189826,-2251822.364486052,-1095602.0072994228,-1982001.390118124,2809779.5787759344,4029760.0919197034,5577476.377157034,5226672.00890226,6252049.654549716,5487268.015545731,5577476.377157034,5226672.00890226,6252049.654549716,5487268.015545731,-386807.3178490473,-1166118.872095991,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5491,2022-01-25 09:30:00,4853921.110423515,168936.5831891495,-6571427.443508779,-4681537.670431336,-390131.60497835535,-3295292.978367927,-166794.6526339705,-2136279.6360023627,-1134569.16253791,-1903799.3416154797,2683889.068924203,3977321.667059592,5538808.086277978,5030454.823266209,6419301.5479583405,5542176.821095436,5538808.086277978,5030454.823266209,6419301.5479583405,5542176.821095436,-385876.0487716643,-1166427.3659274152,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5492,2022-01-25 09:35:00,4860363.425822103,519283.5042158938,-6727354.870030425,-4866013.178867138,-95202.90987378683,-3099815.836645087,-241896.39400703413,-2017520.3970392025,-1169531.4339009386,-1808999.266846627,2555075.6130665955,3918084.318700596,5514878.58372076,4825929.551684531,6576005.580481399,5598311.946899765,5514878.58372076,4825929.551684531,6576005.580481399,5598311.946899765,-384944.5336588879,-1166735.116042258,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5493,2022-01-25 09:40:00,4849649.280640185,860092.8579349539,-6871113.601970263,-5041274.222276463,200061.83931301883,-2874498.5982617573,-315749.6395645543,-1895891.8228334864,-1200365.4090471072,-1696556.638110594,2423834.64199817,3852439.696560368,5506185.4704343565,4615041.538112206,6722513.353394346,5655417.132882028,5506185.4704343565,4615041.538112206,6722513.353394346,5655417.132882028,-384012.7731046541,-1167042.1222442973,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5494,2022-01-25 09:45:00,4821816.494438428,1186427.6592556732,-7003285.188631987,-5207391.162558623,494620.3958226261,-2618179.108642958,-388299.380759323,-1771711.5393282394,-1226962.247992079,-1565554.6123092868,2290592.448327429,3780751.420744408,5512877.552289891,4400677.318896838,6859182.252226507,5713237.5352942655,5512877.552289891,4400677.318896838,6859182.252226507,5713237.5352942655,-383080.76770305546,-1167348.3843377852,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5495,2022-01-25 09:50:00,4776963.313388463,1492556.0765999428,-7124415.398477864,-5364440.2690613,787433.0056653309,-2330137.4158504936,-459506.67881394527,-1645270.3214939488,-1249228.0672997923,-1415290.6844486892,2155714.7732503265,3703356.68728545,5534747.174625935,4186941.9899108834,6986367.632221184,5771522.143357455,5534747.174625935,4186941.9899108834,6986367.632221184,5771522.143357455,-382148.5180483406,-1167653.9021274485,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5496,2022-01-25 09:55:00,4715248.063476472,1771939.510342169,-7235014.084387974,-5512500.704474602,1077466.0778196163,-2010296.3348553583,-529345.8703700209,-1516834.6385579982,-1267084.2714789682,-1245391.4429517628,2019514.3030447783,3620567.879675182,5571240.381867515,3979453.255461696,7104417.000870057,5830025.51044728,5571240.381867515,3979453.255461696,7104417.000870057,5830025.51044728,-381216.024734914,-1167958.6754184882,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5497,2022-01-25 10:00:00,4636888.591632729,2017291.0696068248,-7335555.377337012,-5651651.911561085,1363695.8326761178,-1659470.8898081789,-597802.1743159129,-1386649.053876944,-1280467.8304151325,-1055958.979714611,1882257.2367675984,3532674.1716025155,5621483.711668779,3785576.624857855,7213665.695224253,5888508.901353562,5621483.711668779,3785576.624857855,7213665.695224253,5888508.901353562,-380283.2883573352,-1168262.7040165802,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5498,2022-01-25 10:05:00,4542161.496759828,2220747.61722614,-7426478.114645818,-5781971.346303069,1645111.9158485606,-1279660.9943181702,-664869.633120942,-1254938.4886057067,-1289331.501858848,-847747.8833256561,1744169.0607792917,3439943.1108331066,5684324.552619224,3614445.278846864,7314433.68413419,5946740.95003588,5684324.552619224,3614445.278846864,7314433.68413419,5946740.95003588,-379350.30951031897,-1168565.9877278754,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5499,2022-01-25 10:10:00,4431401.153373976,2374208.8896112023,-7508186.4308220735,-5903532.510687961,1920720.9645953816,-874362.9358291755,-730549.3336809998,-1121910.3591848025,-1293643.9981848083,-622361.4546308557,1605439.644554846,3342622.177868172,5758380.753184875,3476510.91661442,7407023.220359461,6004497.913503523,5758380.753184875,3476510.91661442,7407023.220359461,6004497.913503523,-378417.0887887348,-1168868.5263589993,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5500,2022-01-25 10:15:00,4304998.53130576,2469895.4260914745,-7581050.455647354,-6016403.244973933,2189550.1142630177,-448843.0296084075,-794847.8620349403,-987756.599141036,-1293390.0968331478,-382437.1743870088,1466227.7548683132,3240940.315935393,5842094.745748711,3382343.476328985,7491717.136112498,6061563.597846808,5842094.745748711,3382343.476328985,7491717.136112498,6061563.597846808,-377483.6267876058,-1169170.3197170529,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5501,2022-01-25 10:20:00,4163399.815626703,2501144.684095791,-7645407.076928687,-6120644.245033748,2450650.432373567,-10273.2946880346,-857775.9538428725,-852655.5758894811,-1288570.6940431278,-131764.7977556825,1326665.071148249,3135109.4311642502,5933787.791493247,3340609.015610517,7568777.625829915,6117729.02270871,5933787.791493247,3340609.015610517,7568777.625829915,6117729.02270871,-376549.9241021098,-1169471.3676096117,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5502,2022-01-25 10:25:00,4007104.831673095,2463380.953599023,-7701560.735184213,-6216307.775388399,2703100.26823494,432407.02619233495,-919347.3086102993,-716773.9132231968,-1279202.801689529,124744.48745088166,1186859.773015527,3025325.863621635,6031710.836671224,3355711.5920148594,7638445.397124171,6172791.881084887,6031710.836671224,3355711.5920148594,7638445.397124171,6172791.881084887,-375615.9813275774,-1169771.669844727,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5503,2022-01-25 10:30:00,3836665.280726548,2355061.9443496843,-7749784.225193339,-6303436.552921587,2946008.506249789,869025.5306524187,-979577.5405965836,-580268.2300549136,-1265319.4872329116,381317.5977746255,1046899.7612643052,2911771.831347391,6134089.608617845,3426179.924137549,7700939.098643775,6226555.842588138,6134089.608617845,3426179.924137549,7700939.098643775,6226555.842588138,-374681.7990594925,-1170071.2262309256,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5504,2022-01-25 10:35:00,3652682.792579116,2178287.431282253,-7790319.485333438,-6382062.780123551,3178517.711439483,1289115.3430823197,-1038483.2433844478,-443286.8057618484,-1246969.7569957108,631828.8160103621,906855.565479168,2794616.850706786,6239162.709658393,3544800.7482659137,7756454.954532169,6278829.740404484,6239162.709658393,3544800.7482659137,7756454.954532169,6278829.740404484,-373747.37789349176,-1170370.0365772098,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5505,2022-01-25 10:40:00,3455806.8018571544,1938773.941864076,-7823378.360352474,-6452207.310124553,3399807.156079781,1683072.2256959954,-1096081.148392744,-305971.18222644075,-1224218.383176196,870466.5811374591,766782.9847928884,2674019.137343692,6345212.412756184,3700515.3061350193,7805166.551158182,6329426.675189071,6345212.412756184,3700515.3061350193,7805166.551158182,6329426.675189071,-372812.7184253642,-1170668.100693057,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5506,2022-01-25 10:45:00,3246732.2556002457,1645120.931780064,-7849143.326989786,-6513878.928823623,3609095.716764627,2043188.4091056413,-1152387.3603297963,-168457.71238440508,-1197145.675210903,1092365.0249557118,626725.5027383117,2550126.992827237,6450588.544448987,3881059.942656029,7847224.73410335,6378163.063124705,6450588.544448987,3881059.942656029,7847224.73410335,6378163.063124705,-371877.82125105045,-1170965.4183884216,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5507,2022-01-25 10:50:00,3026197.1601871275,1307603.7139926013,-7867768.174880079,-6567073.742168059,3805644.631671753,2364249.731114197,-1207416.6548100691,-30879.064796956874,-1165847.1962926055,1294008.157493988,486716.5125684705,2423080.182772099,6553726.255497349,4075176.7970949463,7882757.582973533,6424857.650272638,6553726.255497349,4075176.7970949463,7882757.582973533,6424857.650272638,-370942.6869666431,-1171261.989473733,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5508,2022-01-25 10:55:00,2794979.976267672,936899.8041208672,-7879378.637646044,-6611774.659148727,3988760.108297326,2643592.117981913,-1261181.8251949102,106634.30652399371,-1130433.426044482,1473326.4419213303,346781.3856245917,2293011.3128194846,6653158.671164877,4273825.392457462,7911870.439163048,6469330.5111298,6653158.671164877,4273825.392457462,7911870.439163048,6469330.5111298,-370007.3161683858,-1171557.8137598964,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5509,2022-01-25 11:00:00,2553896.8708964605,543085.5043687675,-7884072.97113233,-6647950.963403518,4157795.77245465,2880740.561035155,-1313693.0672206313,243952.71809248865,-1091029.370541189,1629539.6420466015,206939.41224291656,2160047.209411096,6747525.4426384,4470471.944425349,7934645.967740561,6511402.045904619,6747525.4426384,4470471.944425349,7934645.967740561,6511402.045904619,-369071.7094526729,-1171852.891058294,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5510,2022-01-25 11:05:00,2303798.836567584,135035.90583440283,-7881922.477479305,-6675557.968512383,4312154.949892289,3076853.1892570606,-1364957.391217326,380945.83005080617,-1047774.1210534256,1762867.270365878,67205.64216871446,2024310.312799612,6835578.148916774,4660818.967356742,7951144.239551427,6550891.988361582,6835578.148916774,4660818.967356742,7951144.239551427,6550891.988361582,-368135.8674160493,-1172147.2211807836,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5511,2022-01-25 11:10:00,2045568.687320097,-279812.81488211034,-7872971.975262919,-6694536.75416951,4451292.772477772,3234159.532228411,-1414978.0527316278,517481.227977863,-1000820.3630735548,1874217.464242079,-72407.35055749127,1885920.090231196,6916183.373446013,4842317.620334311,7961402.823729933,6587618.43409442,6916183.373446013,4842317.620334311,7961402.823729933,6587618.43409442,-367199.79065520986,-1172440.8039397,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5512,2022-01-25 11:15:00,1780117.9425174966,-695455.0416511104,-7857240.217316989,-6704813.98247544,4574718.101512344,3355495.38850128,-1463753.9931890457,653423.0052356877,-950333.8373553666,1964919.0435562003,-211887.7548385865,1744994.4777166643,6988324.136633458,5013673.062239545,7965436.884327118,6621396.897708473,6988324.136633458,5013673.062239545,7965436.884327118,6621396.897708473,-366263.4797669991,-1172733.639147854,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5513,2022-01-25 11:20:00,1508383.6093010742,-1107175.482543833,-7834720.259171493,-6706301.795643483,4681995.261387679,3443962.8507680604,-1511279.2828933378,788630.337930451,-896492.7548704374,2036518.9164653933,-351222.8396437575,1601651.3592944588,7051100.22598701,5174433.695540871,7963239.27787431,6652039.406571115,7051100.22598701,5174433.695540871,7963239.27787431,6652039.406571115,-365326.93534841086,-1173025.7266185333,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5514,2022-01-25 11:25:00,1231324.8750746832,-1511358.051152016,-7805379.782343662,-6698897.798503388,4772745.577465003,3502703.478498827,-1557542.559189174,922956.0448097314,-839487.167746219,2090642.0019262948,-490397.2795839981,1456010.093187827,7103727.841814081,5324683.940144296,7954780.651579183,6679353.638486356,7103727.841814081,5324683.940144296,7954780.651579183,6679353.638486356,-364390.1579965879,-1173317.0661655022,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5515,2022-01-25 11:30:00,949919.721696016,-1905290.7002441688,-7769161.378062451,-6682485.1313531445,4846648.71274808,3534758.5647021406,-1602526.4530278486,1056245.1246813608,-779518.2984063615,2128901.041012917,-629391.4679863416,1308193.094767065,7145538.873074878,5464828.626869986,7940009.544628901,6703142.110843765,7145538.873074878,5464828.626869986,7940009.544628901,6703142.110843765,-363453.1483088213,-1173607.6576030022,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
