Sim instant [s],Timestamp,X Position of 1st satellite,X Position of 2nd satellite,X Position of 3rd satellite,X Position of 4th satellite,Y Position of 1st satellite,Y Position of 2nd satellite,Y Position of 3rd satellite,Y Position of 4th satellite,Z Position of 1st satellite,Z Position of 2nd satellite,Z Position of 3rd satellite,Z Position of 4th satellite,Distance between the 1st satellite and the receiver,Distance between the 2nd satellite and the receiver,Distance between the 3rd satellite and the receiver,Distance between the 4th satellite and the receiver,Pseudorange 1st satellite,Pseudorange 2nd satellite,Pseudorange 3rd satellite,Pseudorange 4th satellite,X position of receiver,Y position of receiver,Z position of receiver,View 1st satellite,View 2nd satellite,View 3rd satellite,View 4th satellite,Eccentricity1,Eccentricity2,Eccentricity3,Eccentricity4,Satellite Antenna Cone Angle,Masking Angle,Axis
3648,2022-01-18 23:55:00,-4495596.982183035,-1813811.5611760493,-5774669.871080839,1333151.724099507,-1766608.9667187678,3529473.352014017,-2118010.0565875303,-2849127.2927252683,1291781.921415386,2121258.0589989107,-2975715.3826809023,2546750.390539813,4897058.116727401,4038075.517987357,6150847.705845415,5723526.811648199,4897058.116727401,4038075.517987357,6150847.705845415,5723526.811648199,-1198898.5355,268505.9153463014,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3649,2022-01-19 00:00:00,-4377933.474439485,-2198528.4368787487,-5568551.371645792,1034903.4026098284,-2039366.6376372976,3543054.105145397,-2122806.22354207,-2963372.492037934,1294095.1320031132,2148427.792767318,-3087030.540893201,2776881.103702532,5109437.641875007,4133337.14148252,6003140.995013014,5744762.370593876,5109437.641875007,4133337.14148252,6003140.995013014,5744762.370593876,-1199112.555227218,267548.5094267051,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3650,2022-01-19 00:05:00,-4244816.422074298,-2569888.22430648,-5349960.415570426,727663.8414732241,-2304925.605441994,3534856.0059843026,-2123543.5666089305,-3056111.15075238,1291840.3524686028,2162399.227713346,-3193314.128681153,2987397.577998409,5326678.1084866375,4228335.814404515,5846140.936609202,5754334.977968832,5326678.1084866375,4228335.814404515,5846140.936609202,5754334.977968832,-1199325.8103977083,266590.9329176073,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3651,2022-01-19 00:10:00,-4096715.711238244,-2926838.9810016616,-5118510.145147923,414498.61730010505,-2562348.4809782235,3507347.818619292,-2119869.9049540497,-3128507.403423568,1285025.5418949137,2164539.34848854,-3293797.8049725685,3178422.880907956,5546385.555020059,4322612.865468586,5679894.615404148,5754100.563514294,5546385.555020059,4322612.865468586,5679894.615404148,5754100.563514294,-1199538.3008754984,265633.18642956094,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3652,2022-01-19 00:15:00,-3934154.118478011,-3268703.241595324,-4873838.368558842,98077.66857456452,-2810726.594455329,3462768.1299859947,-2111400.933773758,-3181808.610117511,1273674.7556908142,2156101.5960598653,-3387614.5417221505,3350312.647152164,5766385.853367422,4415867.000818596,5504566.864648265,5745806.698594364,5766385.853367422,4415867.000818596,5504566.864648265,5745806.698594364,-1199750.0265251044,264675.2705732272,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3653,2022-01-19 00:20:00,-3757705.4654019326,-3595094.069642915,-4615619.8110240735,-219298.70704185756,-3049183.202934646,3403134.154452464,-2097718.3317363253,-3217296.3683007066,1257828.060678269,2138226.707475285,-3473787.658188901,3503593.484389388,5984712.031424134,4507905.137767975,5320477.747219365,5731067.168868821,5984712.031424134,4507905.137767975,5320477.747219365,5731067.168868821,-1199960.9872115294,263717.18595937535,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3654,2022-01-19 00:25:00,-3567992.593163185,-3905848.49242557,-4343581.243802712,-535667.267952227,-3276876.58511982,3330255.716342749,-2078367.974066528,-3236250.371313772,1237541.3936616892,2111947.4084377177,-3551218.7680519223,3638912.652324342,6199588.64459856,4598607.532641403,5128150.365860404,5711348.600223135,6199588.64459856,4598607.532641403,5128150.365860404,5711348.600223135,-1200171.1828002643,262758.93319888203,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
3655,2022-01-19 00:30:00,-3365685.1639102567,-4200974.90046154,-4057520.165009285,-849366.7461138754,-3493003.01252521,3245751.563159762,-2052858.3532841792,-3239922.647690459,1212886.3639781731,2078195.1490840456,-3618674.5938299713,3756997.8797744815,6409415.709616745,4687903.402838634,4928371.748979799,5687965.620140283,6409415.709616745,4687903.402838634,4928371.748979799,5687965.620140283,-1200380.613157288,261800.5129027313,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3656,2022-01-19 00:35:00,-3151497.296965313,-4480611.533425611,-3757327.873256692,-1159002.8953209913,-3696799.5865345336,3151066.305643649,-2020659.3525331155,-3229519.9204324437,1183950.0007257152,2037807.7581519336,-3674772.6395252966,3858625.87041757,6612753.597468806,4775754.09999324,4722269.992194249,5662081.854285331,6612753.597468806,4775754.09999324,4722269.992194249,5662081.854285331,-1200589.2781490672,260841.92568201412,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3657,2022-01-19 00:40:00,-2926185.04807442,-4744993.714966693,-3443017.985839629,-1463415.2417674204,-3887546.931335305,3047487.003163678,-1981201.5765019648,-3206192.1600446105,1150834.445561634,1991537.3333982748,-3717965.774404223,3944598.019380826,6808309.559337193,4862141.63740232,4511410.924764332,5634714.767071833,6808309.559337193,4862141.63740232,4511410.924764332,5634714.767071833,-1200797.1776425568,259883.17214792763,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3658,2022-01-19 00:45:00,-2690543.740627568,-4994427.9756671125,-3114761.718367308,-1761646.382522344,-4064571.733223341,2936158.8619249715,-1933876.5292564137,-3171025.7646095515,1113656.5921556002,1940057.9683573015,-3746525.882447637,4015721.981186784,6994926.119682048,4947060.969338407,4297916.708727843,5606742.923384669,6994926.119682048,4947060.969338407,4297916.708727843,5606742.923384669,-1201004.3115051996,258924.2529117752,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3659,2022-01-19 00:50:00,-2445405.158268932,-5229271.598800134,-2772931.574718441,-2052914.201392362,-4227249.117313929,2818099.787994204,-1878038.0470563383,-3125040.131978986,1072547.6735699472,1883973.0933159676,-3758526.894942488,4072797.90935642,7171571.320934264,5030514.871219785,4084605.738501229,5578914.681032203,7171571.320934264,5030514.871219785,4084605.738501229,5578914.681032203,-1201210.6796049268,257965.16858496564,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3660,2022-01-19 00:55:00,-2191634.608807111,-5449916.44094359,-2418155.5074708583,-2336587.073513748,-4375004.853270168,2694213.701645955,-1813005.5619904755,-3069186.6722782697,1027652.7990237676,1823822.318967008,-3751827.7813788606,4116608.380748025,7337330.675120546,5112510.602859216,3875145.713749405,5551857.639817556,7337330.675120546,5112510.602859216,3875145.713749405,5551857.639817556,-1201416.2818101572,257005.9197790133,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3661,2022-01-19 01:00:00,-1930127.8697893587,-5656776.129699413,-2051384.1092991251,-2612161.9536730424,-4507317.3822625205,2565302.6152955825,-1738070.009820521,-3004349.5393577893,979130.4416759452,1760087.7388686496,-3724056.477880027,4147911.1987524433,7491400.621586223,5193057.778779727,3674196.1157080983,5526088.397178032,7491400.621586223,5193057.778779727,3674196.1157080983,5526088.397178032,-1201621.1179897988,256046.5071055372,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3662,2022-01-19 01:05:00,-1661808.0265215302,-5850275.936062945,-1673973.9853710742,-2879245.1474424824,-4623719.658004717,2432077.530504025,-1652503.5322647071,-2931347.541717868,927151.8792351986,1693199.6872764193,-3672596.362523298,4167434.428122528,7633083.2757639615,5272167.042988555,3487487.9338087416,5502022.314497392,7633083.2757639615,5272167.042988555,3487487.9338087416,5502022.314497392,-1201825.1880132474,255086.931176261,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3663,2022-01-19 01:10:00,-1387622.213695146,-6030844.770716169,-1287791.1118887884,-3137535.519730365,-4723800.795367336,2295168.2367203725,-1555574.6013410552,-2850936.834032138,871900.5893716969,1623541.9721803907,-3594577.8660501754,4175873.147644641,7761782.262264107,5349849.268970962,3321745.484530368,5479983.101304055,7761782.262264107,5349849.268970962,3321745.484530368,5479983.101304055,-1202028.4917503877,254127.19260301228,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3664,2022-01-19 01:15:00,-1108538.2721232,-6198908.871239076,-895338.6310062914,-3386809.882527748,-4807207.520749704,2155132.105917684,-1446570.8679015215,-2763814.097482446,813571.6020643776,1551456.6159131124,-3486879.3237464447,4173887.5161551065,7876999.444747926,5426115.092895665,3184308.6221149424,5460212.091628341,7876999.444747926,5426115.092895665,3184308.6221149424,5460212.091628341,-1202231.0290715925,253167.29199772244,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3665,2022-01-19 01:20:00,-825541.3323860078,-6354886.83863163,-499913.9847221695,-3626910.309447049,-4873645.419090477,2012461.979538988,-1324832.982897721,-2670619.997805078,752370.8111700913,1477248.1415932523,-3346143.519186781,4162101.83538578,7978332.388308379,5500974.649361246,3082304.084292783,5442877.129274339,7978332.388308379,5500974.649361246,3082304.084292783,5442877.129274339,-1202432.7998477237,252207.2299724261,1228598.0323116265,0,1,0,0,0,0.5,0.6,0.4,45,10,500000
3666,2022-01-19 01:25:00,-539630.3374463974,-6499185.752663108,-105800.15438677772,-3857733.140646264,-4922879.973115109,1867593.2412029216,-1189803.9509660744,-2571942.77025102,688514.2476446498,1401187.4455421655,-3168819.9827523697,4141104.36311877,8065472.413668096,5574437.421908423,3021314.295367545,5428081.005183024,8065472.413668096,5574437.421908423,3021314.295367545,5428081.005183024,-1202633.8039501316,251247.00713926103,1228598.0323116265,0,1,0,1,0,0.5,0.6,0.4,45,10,500000
3667,2022-01-19 01:30:00,-251814.51650894943,-6632198.151075356,281505.76310881926,-4079219.4626240735,-4954737.391151798,1720910.1628981372,-1041100.3524358576,-2468321.825434949,622227.3169812128,1323515.2953137516,-2951248.647227373,4111447.685379578,8138203.124459014,5646512.150328869,3003743.620172121,5415869.406552399,8138203.124459014,5646512.150328869,3003743.620172121,5415869.406552399,-1202834.0412506564,250286.6241104672,1228598.0323116265,0,1,0,1,0,0.5,0.6,0.4,45,10,500000
3668,2022-01-19 01:35:00,36890.1774298742,-6754299.701163953,655027.9650607555,-4291346.86990456,-4969105.220593846,1572751.6054076296,-878614.0847830456,-2360251.303104923,553744.0035577562,1244445.491147567,-2689808.8988719704,4073649.4997782623,8196399.30825739,5717206.75735669,3027372.520234784,5406238.348195692,8196399.30825739,5717206.75735669,3027372.520234784,5406238.348195692,-1203033.5116216254,249326.0814983868,1228598.0323116265,0,1,0,1,0,0.5,0.6,0.4,45,10,500000
3669,2022-01-19 01:40:00,325464.65376572544,-6865847.426480267,1006023.4303349932,-4494122.337923267,-4965932.744842956,1423416.14634885,-702656.0625483266,-2248183.5251378887,483306.04470217874,1164167.7261466298,-2381170.743848948,4028193.6960531855,8240026.128560064,5786528.271361582,3084638.498933119,5399141.064569462,8240026.128560064,5786528.271361582,3084638.498933119,5399141.064569462,-1203232.2149358564,248365.3799154641,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3670,2022-01-19 01:45:00,612890.2815457233,-6967178.378442895,1323704.8766737443,-4687576.057416869,-4945231.162332328,1273166.7019988513,-514156.02907974063,-2132532.316796746,411162.0773904841,1082850.177691592,-2022703.2707308563,3975531.646380317,8269138.538428697,5854482.731119148,3162843.2836300926,5394494.347708026,8269138.538428697,5854482.731119148,3162843.2836300926,5394494.347708026,-1203430.1510666558,247404.5199742443,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3671,2022-01-19 01:50:00,898152.4851052905,-7058608.6641175095,1595058.722213531,-4871756.099820143,-4907073.54699763,1122234.7022824287,-314933.143385949,-2013676.1781465583,337566.7605900921,1000641.859777326,-1613119.9378290195,3916083.6386871496,8283880.857127982,5921075.064989583,3245038.642437204,5392184.32287462,8283880.857127982,5921075.064989583,3245038.642437204,5392184.32287462,-1203627.3198878183,246443.50228737385,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3672,2022-01-19 01:55:00,1180244.325390349,-7140432.758555643,1804936.398658001,-5046723.800379933,-4851594.590335358,970823.8720648596,-108043.231393688,-1891961.2967927384,262779.8763462893,917674.7632331402,-1153461.7087990106,3850240.4023326375,8284486.458774298,5986308.940870672,3311227.5137626724,5392071.660442458,8284486.458774298,5986308.940870672,3311227.5137626724,5392071.660442458,-1203823.72127363,245482.32746759965,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3673,2022-01-19 02:00:00,1458170.0543232493,-7212923.043818181,1936763.898968332,-5212549.760926773,-4778990.125959098,819113.666263505,101829.66707904152,-1767704.399707735,187065.41278487135,834065.8082424178,-648494.9970612891,3778364.6880856017,8271277.526764795,6050186.5857935455,3339833.411010724,5393996.229347713,8271277.526764795,6050186.5857935455,3339833.411010724,5393996.229347713,-1204019.3550988636,244520.9961277688,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3674,2022-01-19 02:05:00,1730948.6296659952,-7276329.527877945,1974418.6451992863,-5369310.387603275,-4689516.438331948,667262.4012766104,308079.56293982576,-1641195.4465593158,110690.63226785924,749918.631249501,-108401.87973683524,3700792.87414102,8244664.829448288,6112708.575485636,3309867.669474216,5397781.204207016,8244664.829448288,6112708.575485636,3309867.669474216,5397781.204207016,-1204214.221238783,243559.5088808282,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3675,2022-01-19 02:10:00,1997617.177973731,-7330879.705567821,1905770.2549335533,-5517084.890494019,-4583489.358115171,515410.1207905777,502333.3152093127,-1512700.170166908,33925.12799158128,665325.2262411308,449949.4633773435,3617836.577571787,8205147.470881958,6173873.594978993,3204392.876662092,5403236.644575248,8205147.470881958,6173873.594978993,3204392.876662092,5403236.644575248,-1204408.319569142,242597.8663398242,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3676,2022-01-19 02:15:00,2257234.3934147144,-7376778.531054527,1727369.1750832994,-5655952.682224349,-4461283.147326407,363681.23013140645,675543.6062996081,-1382462.4718737318,-42960.12764279144,580367.4585172081,1003725.1323778394,3529784.256597883,8153312.565212458,6233678.171630447,3015061.834837872,5410162.570547552,8153312.565212458,6233678.171630447,3015061.834837872,5410162.570547552,-1204601.6499661822,241636.0691179021,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3677,2022-01-19 02:20:00,2508883.860459387,-7414208.477321082,1447685.6015727436,-5785991.121369617,-4323329.178242668,212186.92992363835,820068.8368033187,-1250706.6810245877,-119693.73952712656,495118.4674108317,1528207.8850795208,3436902.793740553,8089834.773713432,6292116.381909761,2745586.1864083568,5418351.563747638,8089834.773713432,6292116.381909761,2745586.1864083568,5418351.563747638,-1204794.2123066357,240674.117828306,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3678,2022-01-19 02:25:00,2751677.2887098477,-7443329.66310564,1085715.6682650822,-5907273.554120367,-4170114.410711424,61027.47686219402,931686.790498221,-1117639.688592715,-196004.8478363132,409643.9729661149,2002910.56457618,3339439.053605,8015475.62917292,6349179.533117011,2411285.8687256062,5427590.926539067,8015475.62917292,6349179.533117011,2411285.8687256062,5427590.926539067,-1204986.0064677245,239712.01308437795,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3679,2022-01-19 02:30:00,2984757.648451229,-7464280.031888173,665285.6016500932,-6019867.614244364,-4002179.6732447054,-89705.70315849152,1010138.156247474,-983452.9654594536,-271624.08412876405,324003.5003178332,2415764.1827608943,3237621.411925517,7931082.55244666,6404855.820890147,2035041.829389145,5437664.434981425,7931082.55244666,6404855.820890147,2035041.829389145,5437664.434981425,-1205177.0323271602,238749.7554995581,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3680,2022-01-19 02:35:00,3207302.195856856,-7477175.571010871,209098.99704317676,-6123833.747114284,-3820117.7539636926,-239928.0265140749,1058094.5785075212,-848324.4760367448,-346284.5221825248,238251.5344272025,2763165.747807552,3131661.25479004,7837587.439874704,6459129.963007037,1643986.0888972944,5448353.72264515,7837587.439874704,6459129.963007037,1643986.0888972944,5448353.72264515,-1205367.289763145,237787.34568738376,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3681,2022-01-19 02:40:00,3418525.377168612,-7482110.562006776,-264462.41617182456,-6219223.9285603305,-3624571.30813255,-389559.8667659911,1079636.2813477507,-712420.4979185781,-419722.62021066085,152438.61689068374,3047385.4521931703,3021754.448773247,7736004.667345013,6511982.809613791,1272076.814491733,5459439.332979561,7736004.667345013,6511982.809613791,1272076.814491733,5459439.332979561,-1205556.7786543688,236824.7842614897,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3682,2022-01-19 02:45:00,3617681.601601119,-7479157.85580466,-741888.1400303041,-6306080.553670993,-3416230.589667626,-538524.7534714005,1079110.2401156167,-575897.3581185046,-491679.1511300216,66612.39574848677,3273739.284675182,2908082.784158487,7627428.31689812,6563390.929638236,973949.5483248902,5470701.477629054,7627428.31689812,6563390.929638236,973949.5483248902,5470701.477629054,-1205745.4988800143,235862.07183560703,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
3683,2022-01-19 02:50:00,3804067.8731817575,-7468369.168775025,-1213801.4695426915,-6384435.474506062,-3195831.014629514,-686747.63669267,1060537.1794154414,-438903.0962363973,-561900.1175996533,-19181.36144551597,3448632.694956924,2790815.394599054,7513028.38543753,6613326.172795093,842605.7287696929,5481920.537073141,7513028.38543753,6613326.172795093,842605.7287696929,5481920.537073141,-1205933.450319753,234899.20902356328,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3684,2022-01-19 02:55:00,3977026.272236427,-7449775.397660196,-1673936.8338180743,-6454309.169083942,-2964150.565298512,-834153.2001372915,1027397.0305393717,-301579.06463961216,-630137.6485988909,-104897.78157359426,3578492.193035627,2670110.1575315315,7394045.684069727,6661755.206260518,942822.324857481,5492877.338399298,7394045.684069727,6661755.206260518,942822.324857481,5492877.338399298,-1206120.6328537464,233936.1964392818,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3685,2022-01-19 03:00:00,4135946.2777617616,-7423386.953360928,-2118246.8666181467,-6515710.027041447,-2722007.043996789,-980664.2067932644,982606.3408970312,-164061.4754600839,-696150.8743803242,-190491.91764499064,3669278.2133785943,2546115.080457143,7271785.084389388,6708639.024799895,1205859.1301546646,5503353.243076749,7271785.084389388,6708639.024799895,1205859.1301546646,5503353.243076749,-1206307.0463626466,232973.0346967815,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3686,2022-01-19 03:05:00,4280266.922486104,-7389194.115393776,-2544229.9284338434,-6568633.740105002,-2470255.186350897,-1126199.8616685353,928573.0270248865,-26482.903915443017,-759706.7767091653,-275917.7892840641,3726312.426686989,2418969.678892328,7147606.72073762,6753932.432870405,1537776.4322204846,5513130.075446935,7147606.72073762,6753932.432870405,1537776.4322204846,5513130.075446935,-1206492.6907275957,232009.7244101764,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3687,2022-01-19 03:10:00,4409478.773012147,-7347167.410642142,-2950452.653301448,-6613062.788015885,-2209783.644184446,-1270674.176839538,867272.6799982045,111026.24282802484,-820581.0113877832,-361127.4233240776,3754256.4120143726,2288806.3523921496,7022914.724455922,6797583.497000788,1891055.6881097544,5521989.920429567,7022914.724455922,6797583.497000788,1891055.6881097544,5521989.920429567,-1206677.5658302268,231046.2661936752,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3688,2022-01-19 03:15:00,4523125.728051598,-7297258.02185365,-3336218.274399351,-6648966.012872715,-1941511.848690953,-1413994.3244533548,800323.2168683831,248336.28231192572,-878558.7001619952,-446069.8859756547,3757155.403911545,2155751.7655976443,6899143.060576716,6839532.966568471,2245607.523939296,5529714.816790319,6899143.060576716,6839532.966568471,2245607.523939296,5529714.816790319,-1206861.671552663,230082.66066158083,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3689,2022-01-19 03:20:00,4620806.62840433,-7239398.2332358705,-3701337.222606745,-6676298.277043375,-1666386.7649594466,-1556058.963650737,729049.965672974,385316.8302944055,-933435.1892137928,-530690.298128966,3738504.9491966665,2019928.2417663408,6777738.076056287,6879713.660961517,2592483.941288334,5536086.370338361,6777738.076056287,6879713.660961517,2592483.941288334,5536086.370338361,-1207045.007777518,229118.90842829025,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3690,2022-01-19 03:25:00,4702176.672998996,-7173501.922523796,-4045967.8386408617,-6695000.201898647,-1385379.5493089526,-1696756.527582134,654539.71015218,521835.3827016765,-985016.7715631154,-614928.8253648487,3701321.142392992,1881455.176734737,6660137.470854713,6918049.821029725,2927420.905432464,5540885.309712385,6660137.470854713,6918049.821029725,2927420.905432464,5540885.309712385,-1207227.5743878963,228155.010108294,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3691,2022-01-19 03:30:00,4766948.635996654,-7099465.111090239,-4370504.933933629,-6704997.98667494,-1099482.1212310323,-1835963.4567953676,577684.613724122,657755.8978594479,-1033121.3708286872,-698719.6342007176,3648206.305469802,1740450.481747532,6547745.587719584,6954456.422704923,3248339.208569423,5543891.00605337,6547745.587719584,6954456.422704923,3248339.208569423,5543891.00605337,-1207409.3712673932,227190.96631617576,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3692,2022-01-19 03:35:00,4814893.8806612175,-7017166.586099329,-4675501.153897652,-6706203.308826905,-809703.6620409829,-1973542.3653024072,499217.6218576941,792937.3710897546,-1077579.1839343323,-781989.8059914756,3581407.2602056577,1597032.064071309,6441905.196713908,6988838.450717995,3554282.598915754,5544880.9769233465,6441905.196713908,6988838.450717995,3554282.598915754,5544880.9769233465,-1207590.3983000948,226226.7776666117,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3693,2022-01-19 03:40:00,4845843.166417846,-6926468.611428842,-4961611.029947073,-6698513.309320718,-517067.05259700376,-2109340.125594001,419740.9532614447,927232.3940031644,-1118233.28049209,-864658.1997462241,3502865.725383975,1451319.3548109413,6343866.326987395,7021090.13047105,3844917.32321952,5543630.39437883,6343866.326987395,7021090.13047105,3844917.32321952,5543630.39437883,-1207770.655370577,225262.44477437084,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3694,2022-01-19 03:45:00,4859687.246250515,-6827217.747178361,-5229550.89519301,-6681810.668489764,-222605.26266174088,-2243185.858790812,339749.0784044737,1060485.6910806345,-1154940.156746392,-946634.2549199504,3414261.36662957,1303434.8938558616,6254753.1510729045,7051094.116359872,4120273.539081154,5539911.617215428,6254753.1510729045,7051094.116359872,4120273.539081154,5539911.617215428,-1207950.1423639085,224297.96825431372,1228598.0323116265,0,0,1,1,0,0.5,0.6,0.4,45,10,500000
3695,2022-01-19 03:50:00,4856377.252329986,-6719245.801118606,-5480070.017615386,-6655963.780367459,72642.29534872039,-2374888.816019418,259647.32781480288,1192532.6264259303,-1187570.2421239477,-1027816.725003639,3317048.373367831,1153505.9824129066,6175530.409264608,7078720.635208467,4380601.035711811,5533493.768142388,6175530.409264608,7078720.635208467,4380601.035711811,5533493.768142388,-1208128.8591656473,223333.34872139263,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3696,2022-01-19 03:55:00,4835924.86851099,-6602370.939515924,-5713929.752662132,-6620827.035873616,367633.4353575958,-2504236.137012922,179767.0375519934,1323197.6739006212,-1216008.3566012736,-1108092.332480057,3212486.492312176,1001666.4141260546,6106971.298811837,7103826.584009199,4626283.5503351465,5524142.378113351,6106971.298811837,7103826.584009199,4626283.5503351465,5524142.378113351,-1208306.8056618436,222368.5867906512,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3697,2022-01-19 04:00:00,4798402.289089724,-6476398.989491843,-5931888.487423479,-6576241.227908336,661326.876410817,-2630990.4718995914,100377.94361994334,1452292.8442507512,-1240154.1172754331,-1187334.3354537524,3101667.3804352973,848058.2963353836,6049629.050695665,7126254.5819029305,4857785.289868081,5511619.122343809,6049629.050695665,7126254.5819029305,4857785.289868081,5511619.122343809,-1208483.9817390384,221403.68307722348,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3698,2022-01-19 04:05:00,4743941.963967215,-6341124.9705800405,-6134690.8053784855,-6522034.094355108,952685.918265473,-2754887.452206798,21698.38128378743,1579616.0633174165,-1259922.2927028283,-1265400.9960236724,2985537.032199669,692833.9735862894,6003814.481308586,7145831.977340923,5075616.232277448,5495681.675828917,6003814.481308586,7145831.977340923,5075616.232277448,5495681.675828917,-1208660.3872842633,220438.63819633427,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3699,2022-01-19 04:10:00,4672736.131118139,-6196334.899569507,-6323059.750647978,-6458021.018269198,1240682.100808932,-2875632.99734094,-56096.27625028009,1704949.4960329784,-1275243.103755284,-1342133.9402776498,2864914.9217243376,536158.0660431944,5969581.570099035,7162369.81271919,5280308.938572941,5476083.720619384,5969581.570099035,7162369.81271919,5280308.938572941,5476083.720619384,-1208836.0221850425,219473.4527632982,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3700,2022-01-19 04:15:00,4585036.138015382,-6041807.920253013,-6497691.382646631,-6384005.908192395,1524298.834391356,-2992900.443291494,-132866.59921121877,1828057.811677136,-1286062.4699314353,-1417356.3996894832,2740510.395390191,378209.6359738412,5946722.564165156,7175661.750562773,5472402.7203332335,5452575.142954136,5946722.564165156,7175661.750562773,5472402.7203332335,5452575.142954136,-1209010.88632939,218508.1273935196,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3701,2022-01-19 04:20:00,4481151.554405637,-5877318.818537711,-6659251.030956681,-6299782.285663411,1802534.988257001,-3106327.4811703125,-208503.23444219364,1948686.386851488,-1292342.2002539737,-1490871.323750947,2612936.7591358875,219184.495925233,5934773.304160149,7185482.967688862,5652432.672882225,5424902.465892384,5934773.304160149,7185482.967688862,5652432.672882225,5424902.465892384,-1209184.9796058126,217542.662702492,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3702,2022-01-19 04:25:00,4361449.07956784,-5702640.993778034,-6808370.815699303,-6205134.611660412,2074408.424407604,-3215512.894580427,-282921.97790054616,2066559.4438977705,-1294060.1280789066,-1562459.3539431016,2482723.427960273,59297.67256317125,5933028.525296927,7191589.026855544,5820922.019670595,5392809.572730929,5933028.525296927,7191589.026855544,5820922.019670595,5392809.572730929,-1209358.301903308,216577.0593057977,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
3703,2022-01-19 04:30:00,4226351.247911672,-5517549.9694385,-6945648.110326361,-6099839.889008151,2338959.464423765,-3320013.0869296817,-356059.6171413764,2181378.124106309,-1291210.1893409726,-1631876.649754934,2350326.441675125,-101213.95965051302,5940565.9728542855,7193714.73942225,5978376.762330071,5356038.788750005,5940565.9728542855,7193714.73942225,5978376.762330071,5356038.788750005,-1209530.853111365,215611.31781910756,1228598.0323116265,0,0,1,0,0,0.5,0.6,0.4,45,10,500000
